date,pe_lyr,pe_ttm,pb
2022-07-29,29.62,27.84,6.3
2022-08-01,29.65,27.86,6.31
2022-08-02,29.17,27.41,6.2
2022-08-03,28.99,27.24,6.17
2022-08-04,29.35,27.58,6.24
2022-08-05,29.75,27.96,6.33
2022-08-08,29.54,27.76,6.28
2022-08-09,29.39,27.62,6.25
2022-08-10,28.89,27.15,6.15
2022-08-11,29.54,27.76,6.28
2022-08-12,29.67,27.88,6.31
2022-08-15,29.22,27.46,6.22
2022-08-16,29.1,27.34,6.19
2022-08-17,29.26,27.49,6.22
2022-08-18,28.8,27.06,6.13
2022-08-19,28.84,27.1,6.13
2022-08-22,28.48,26.76,6.06
2022-08-23,27.9,26.21,5.93
2022-08-24,27.77,26.1,5.91
2022-08-25,28.13,26.43,5.98
2022-08-26,28.24,26.12,6.45
2022-08-29,27.46,25.39,6.27
2022-08-30,27.24,25.19,6.22
2022-08-31,27.76,25.68,6.34
2022-09-01,27.16,25.12,6.2
2022-09-02,26.87,24.85,6.13
2022-09-05,26.4,24.42,6.03
2022-09-06,26.65,24.65,6.08
2022-09-07,26.39,24.41,6.02
2022-09-08,26.41,24.43,6.03
2022-09-09,26.81,24.8,6.12
2022-09-13,27.17,25.13,6.2
2022-09-14,26.97,24.94,6.15
2022-09-15,27.3,25.25,6.23
2022-09-16,26.75,24.74,6.1
2022-09-19,27.07,25.04,6.18
2022-09-20,27.53,25.46,6.28
2022-09-21,27.14,25.1,6.19
2022-09-22,26.38,24.4,6.02
2022-09-23,26.42,24.44,6.03
2022-09-26,26.92,24.9,6.14
2022-09-27,28.37,26.23,6.47
2022-09-28,28.16,26.05,6.43
2022-09-29,27.98,25.88,6.39
2022-09-30,28.1,25.99,6.41
2022-10-10,26.38,24.4,6.02
2022-10-11,26.33,24.35,6.01
2022-10-12,26.0,24.05,5.93
2022-10-13,25.5,23.58,5.82
2022-10-14,26.42,24.44,6.03
2022-10-17,26.18,24.21,5.97
2022-10-18,26.35,24.37,6.01
2022-10-19,25.65,23.73,5.85
2022-10-20,25.6,23.67,5.84
2022-10-21,25.26,23.37,5.77
2022-10-24,23.78,22.0,5.43
2022-10-25,23.6,21.83,5.39
2022-10-26,23.81,22.02,5.43
2022-10-27,22.76,21.05,5.2
2022-10-28,22.83,20.5,4.97
2022-10-31,22.17,19.9,4.83
2022-11-01,23.67,21.25,5.16
2022-11-02,23.85,21.41,5.19
2022-11-03,23.4,21.01,5.1
2022-11-04,24.91,22.36,5.43
2022-11-07,25.1,22.53,5.47
2022-11-08,24.49,21.99,5.33
2022-11-09,24.14,21.67,5.26
2022-11-10,24.2,21.73,5.27
2022-11-11,24.91,22.36,5.43
2022-11-14,24.96,22.41,5.44
2022-11-15,25.6,22.98,5.58
2022-11-16,25.61,22.99,5.58
2022-11-17,25.34,22.75,5.52
2022-11-18,25.51,22.9,5.56
2022-11-21,24.73,22.2,5.39
2022-11-22,24.94,22.39,5.43
2022-11-23,24.87,22.33,5.42
2022-11-24,24.54,22.03,5.35
2022-11-25,24.47,21.97,5.33
2022-11-28,24.52,22.01,5.34
2022-11-29,25.75,23.11,5.61
2022-11-30,26.05,23.38,5.67
2022-12-01,27.33,24.54,5.95
2022-12-02,27.07,24.31,5.9
2022-12-05,27.98,25.12,6.09
2022-12-06,29.12,26.15,6.34
2022-12-07,28.84,25.89,6.28
2022-12-08,29.02,26.05,6.32
2022-12-09,30.43,27.32,6.63
2022-12-12,29.61,26.59,6.45
2022-12-13,29.8,26.75,6.49
2022-12-14,30.57,27.44,6.66
2022-12-15,30.21,27.12,6.58
2022-12-16,30.31,27.21,6.6
2022-12-19,29.88,26.82,6.51
2022-12-20,28.64,25.72,6.24
2022-12-21,28.97,26.01,6.31
2022-12-22,29.8,26.76,6.49
2022-12-23,29.94,26.88,6.52
2022-12-26,29.66,26.62,6.46
2022-12-27,30.06,26.99,6.55
2022-12-28,29.92,26.86,6.52
2022-12-29,29.68,26.65,6.46
2022-12-30,30.0,26.94,6.54
2023-01-03,29.59,26.56,6.45
2023-01-04,29.66,26.63,6.46
2023-01-05,31.38,28.17,6.84
2023-01-06,31.62,28.39,6.89
2023-01-09,32.52,29.2,7.08
2023-01-10,32.42,29.1,7.06
2023-01-11,32.23,28.93,7.02
2023-01-12,32.11,28.83,6.99
2023-01-13,32.97,29.6,7.18
2023-01-16,34.29,30.79,7.47
2023-01-17,33.68,30.24,7.34
2023-01-18,34.17,30.68,7.44
2023-01-19,34.09,30.6,7.43
2023-01-20,34.66,31.11,7.55
2023-01-30,36.13,32.44,7.87
2023-01-31,34.7,31.16,7.56
2023-02-01,34.88,31.31,7.6
2023-02-02,35.29,31.68,7.69
2023-02-03,34.87,31.3,7.6
2023-02-06,33.49,30.07,7.29
2023-02-07,33.73,30.29,7.35
2023-02-08,33.13,29.75,7.22
2023-02-09,34.44,30.92,7.5
2023-02-10,33.99,30.51,7.4
2023-02-13,35.27,31.66,7.68
2023-02-14,34.74,31.19,7.57
2023-02-15,35.04,31.45,7.63
2023-02-16,35.0,31.42,7.62
2023-02-17,34.56,31.03,7.53
2023-02-20,35.36,31.74,7.7
2023-02-21,34.88,31.32,7.6
2023-02-22,34.45,30.93,7.5
2023-02-23,34.06,30.57,7.42
2023-02-24,33.39,29.98,7.27
2023-02-27,34.01,30.53,7.41
2023-02-28,33.94,30.47,7.39
2023-03-01,34.43,30.91,7.5
2023-03-02,34.24,30.74,7.46
2023-03-03,34.17,30.67,7.44
2023-03-06,33.97,30.5,7.4
2023-03-07,33.28,29.88,7.25
2023-03-08,33.09,29.71,7.21
2023-03-09,32.88,29.52,7.16
2023-03-10,32.42,29.1,7.06
2023-03-13,32.98,29.61,7.18
2023-03-14,32.42,29.11,7.06
2023-03-15,31.93,28.67,6.96
2023-03-16,31.75,28.5,6.92
2023-03-17,31.3,28.1,6.82
2023-03-20,30.87,27.71,6.72
2023-03-21,31.92,28.66,6.95
2023-03-22,31.84,28.59,6.94
2023-03-23,32.31,29.01,7.04
2023-03-24,32.05,28.77,6.98
2023-03-27,31.62,28.38,6.89
2023-03-28,31.96,28.7,6.96
2023-03-29,32.42,29.11,7.06
2023-03-30,32.94,29.57,7.18
2023-03-31,32.71,29.37,7.12
2023-04-03,32.41,29.1,7.06
2023-04-04,32.57,29.24,7.09
2023-04-06,31.64,28.4,6.89
2023-04-07,31.39,28.18,6.84
2023-04-10,30.66,27.53,6.68
2023-04-11,29.98,26.91,6.53
2023-04-12,29.19,26.21,6.36
2023-04-13,29.54,26.52,6.43
2023-04-14,29.16,26.18,6.35
2023-04-17,29.59,26.56,6.44
2023-04-18,29.61,26.58,6.45
2023-04-19,29.27,26.28,6.38
2023-04-20,28.81,25.86,6.28
2023-04-21,28.56,25.64,6.22
2023-04-24,27.9,25.04,6.08
2023-04-25,28.19,25.31,6.14
2023-04-26,28.0,25.13,6.1
2023-04-27,28.09,25.22,6.12
2023-04-28,28.06,25.19,6.11
2023-05-04,24.57,23.08,5.18
2023-05-05,25.26,23.73,5.33
2023-05-08,24.93,23.42,5.26
2023-05-09,25.42,23.88,5.36
2023-05-10,25.21,23.68,5.32
2023-05-11,25.1,23.58,5.29
2023-05-12,24.63,23.14,5.19
2023-05-15,25.08,23.56,5.29
2023-05-16,24.79,23.29,5.23
2023-05-17,24.63,23.14,5.19
2023-05-18,24.53,23.04,5.17
2023-05-19,24.84,23.34,5.24
2023-05-22,25.83,24.27,5.45
2023-05-23,25.3,23.77,5.34
2023-05-24,24.77,23.27,5.22
2023-05-25,24.46,22.98,5.16
2023-05-26,24.74,23.24,5.22
2023-05-29,24.47,22.99,5.16
2023-05-30,24.02,22.57,5.07
2023-05-31,23.44,22.02,4.94
2023-06-01,23.75,22.31,5.01
2023-06-02,24.42,22.94,5.15
2023-06-05,24.02,22.57,5.07
2023-06-06,24.09,22.63,5.08
2023-06-07,23.85,22.41,5.03
2023-06-08,23.97,22.52,5.05
2023-06-09,23.94,22.49,5.05
2023-06-12,24.78,23.28,5.23
2023-06-13,25.17,23.65,5.31
2023-06-14,25.84,24.28,5.45
2023-06-15,26.47,24.87,5.58
2023-06-16,26.77,25.15,5.65
2023-06-19,25.82,24.26,5.44
2023-06-20,25.31,23.77,5.34
2023-06-21,24.93,23.42,5.26
2023-06-26,24.24,22.77,5.11
2023-06-27,24.16,22.7,5.09
2023-06-28,24.24,22.77,5.11
2023-06-29,23.82,22.38,5.02
2023-06-30,23.79,22.35,5.02
2023-07-03,24.34,22.87,5.13
2023-07-04,24.46,22.98,5.16
2023-07-05,24.05,22.6,5.07
2023-07-06,23.89,22.45,5.04
2023-07-07,23.8,22.36,5.02
2023-07-10,23.94,22.49,5.05
2023-07-11,24.02,22.56,5.06
2023-07-12,24.06,22.61,5.07
2023-07-13,25.11,23.59,5.29
2023-07-14,25.01,23.5,5.27
2023-07-17,24.67,23.18,5.2
2023-07-18,24.49,23.01,5.16
2023-07-19,24.48,23.0,5.16
2023-07-20,24.51,23.03,5.17
2023-07-21,24.91,23.4,5.25
2023-07-24,24.63,23.14,5.19
2023-07-25,26.1,24.52,5.5
2023-07-26,25.86,24.29,5.45
2023-07-27,25.95,24.38,5.47
2023-07-28,26.35,24.75,5.56
2023-07-31,26.32,24.73,5.55
2023-08-01,26.16,24.58,5.52
2023-08-02,25.88,24.32,5.46
2023-08-03,25.97,24.4,5.48
2023-08-04,26.07,24.49,5.5
2023-08-07,25.79,24.23,5.44
2023-08-08,25.72,24.17,5.42
2023-08-09,25.77,24.21,5.43
2023-08-10,25.64,24.09,5.41
2023-08-11,25.07,23.55,5.29
2023-08-14,24.52,23.04,5.17
2023-08-15,24.21,22.75,5.11
2023-08-16,24.24,22.78,5.11
2023-08-17,24.5,23.01,5.17
2023-08-18,23.78,22.34,5.02
2023-08-21,23.56,22.13,4.97
2023-08-22,23.58,22.15,4.97
2023-08-23,23.27,21.86,4.91
2023-08-24,23.6,22.17,4.98
2023-08-25,23.49,22.07,4.95
2023-08-28,22.9,21.35,5.25
2023-08-29,23.18,21.61,5.32
2023-08-30,22.95,21.4,5.26
2023-08-31,22.67,21.14,5.2
2023-09-01,23.23,21.66,5.33
2023-09-04,24.42,22.77,5.6
2023-09-05,24.1,22.47,5.53
2023-09-06,24.1,22.47,5.53
2023-09-07,23.72,22.11,5.44
2023-09-08,23.55,21.95,5.4
2023-09-11,23.9,22.28,5.48
2023-09-12,23.7,22.1,5.44
2023-09-13,23.8,22.19,5.46
2023-09-14,23.56,21.96,5.4
2023-09-15,23.23,21.65,5.33
2023-09-18,23.68,22.07,5.43
2023-09-19,23.4,21.82,5.37
2023-09-20,23.25,21.67,5.33
2023-09-21,22.93,21.38,5.26
2023-09-22,23.26,21.68,5.33
2023-09-25,23.11,21.54,5.3
2023-09-26,22.78,21.24,5.22
2023-09-27,22.77,21.23,5.22
2023-09-28,22.7,21.16,5.21
2023-10-09,22.44,20.92,5.15
2023-10-10,22.31,20.8,5.12
2023-10-11,22.35,20.84,5.13
2023-10-12,22.65,21.11,5.19
2023-10-13,22.34,20.83,5.12
2023-10-16,21.83,20.36,5.01
2023-10-17,21.87,20.39,5.02
2023-10-18,21.7,20.23,4.98
2023-10-19,20.98,19.56,4.81
2023-10-20,20.9,19.48,4.79
2023-10-23,20.91,19.49,4.79
2023-10-24,20.95,19.53,4.8
2023-10-25,21.72,20.25,4.98
2023-10-26,21.97,20.48,5.04
2023-10-27,22.25,20.74,5.1
2023-10-30,22.77,20.58,4.98
2023-10-31,22.69,20.5,4.96
2023-11-01,23.27,21.03,5.08
2023-11-02,22.96,20.75,5.02
2023-11-03,23.22,20.98,5.07
2023-11-06,23.25,21.01,5.08
2023-11-07,23.17,20.94,5.06
2023-11-08,23.07,20.85,5.04
2023-11-09,23.06,20.84,5.04
2023-11-10,22.82,20.62,4.98
2023-11-13,22.52,20.36,4.92
2023-11-14,22.67,20.49,4.95
2023-11-15,22.87,20.67,5.0
2023-11-16,22.74,20.55,4.97
2023-11-17,22.54,20.37,4.92
2023-11-20,22.45,20.29,4.91
2023-11-21,22.59,20.41,4.93
2023-11-22,22.32,20.18,4.88
2023-11-23,22.26,20.12,4.86
2023-11-24,22.28,20.14,4.87
2023-11-27,21.71,19.62,4.74
2023-11-28,21.63,19.55,4.73
2023-11-29,21.57,19.49,4.71
2023-11-30,21.69,19.6,4.74
2023-12-01,21.41,19.35,4.68
2023-12-04,21.21,19.17,4.63
2023-12-05,20.75,18.75,4.53
2023-12-06,20.96,18.94,4.58
2023-12-07,20.73,18.73,4.53
2023-12-08,20.79,18.78,4.54
2023-12-11,20.24,18.29,4.42
2023-12-12,20.26,18.31,4.43
2023-12-13,19.46,17.58,4.25
2023-12-14,19.29,17.43,4.21
2023-12-15,19.44,17.57,4.25
2023-12-18,19.49,17.61,4.26
2023-12-19,19.39,17.52,4.24
2023-12-20,19.22,17.37,4.2
2023-12-21,19.5,17.62,4.26
2023-12-22,19.4,17.54,4.24
2023-12-25,19.57,17.68,4.27
2023-12-26,19.53,17.65,4.27
2023-12-27,19.46,17.59,4.25
2023-12-28,20.37,18.41,4.45
2023-12-29,20.41,18.44,4.46
2024-01-02,19.78,17.87,4.32
2024-01-03,19.62,17.73,4.29
2024-01-04,19.24,17.39,4.2
2024-01-05,19.09,17.25,4.17
2024-01-08,18.63,16.84,4.07
2024-01-09,18.59,16.8,4.06
2024-01-10,18.73,16.93,4.09
2024-01-11,18.85,17.04,4.12
2024-01-12,18.72,16.92,4.09
2024-01-15,18.71,16.91,4.09
2024-01-16,18.67,16.88,4.08
2024-01-17,18.2,16.45,3.98
2024-01-18,18.6,16.81,4.06
2024-01-19,18.74,16.94,4.09
2024-01-22,18.47,16.69,4.03
2024-01-23,18.52,16.74,4.05
2024-01-24,18.62,16.83,4.07
2024-01-25,19.07,17.23,4.17
2024-01-26,19.05,17.22,4.16
2024-01-29,19.16,17.32,4.19
2024-01-30,18.57,16.78,4.06
2024-01-31,18.37,16.6,4.01
2024-02-01,18.4,16.63,4.02
2024-02-02,18.01,16.27,3.93
2024-02-05,18.41,16.63,4.02
2024-02-06,19.34,17.48,4.22
2024-02-07,19.47,17.59,4.25
2024-02-08,19.43,17.56,4.24
2024-02-19,19.8,17.89,4.33
2024-02-20,19.54,17.66,4.27
2024-02-21,20.51,18.53,4.48
2024-02-22,20.52,18.54,4.48
2024-02-23,20.61,18.62,4.5
2024-02-26,20.33,18.37,4.44
2024-02-27,20.33,18.37,4.44
2024-02-28,20.29,18.34,4.43
2024-02-29,20.69,18.7,4.52
2024-03-01,20.74,18.74,4.53
2024-03-04,20.41,18.44,4.46
2024-03-05,20.59,18.61,4.5
2024-03-06,20.22,18.28,4.42
2024-03-07,20.11,18.17,4.39
2024-03-08,20.13,18.19,4.4
2024-03-11,20.53,18.55,4.48
2024-03-12,21.57,19.49,4.71
2024-03-13,21.49,19.42,4.69
2024-03-14,21.75,19.66,4.75
2024-03-15,22.18,20.04,4.84
2024-03-18,22.32,20.17,4.88
2024-03-19,22.89,20.68,5.0
2024-03-20,22.83,20.63,4.99
2024-03-21,22.78,20.58,4.98
2024-03-22,22.31,20.16,4.87
2024-03-25,22.06,19.94,4.82
2024-03-26,22.57,20.4,4.93
2024-03-27,22.2,20.06,4.85
2024-03-28,22.27,20.12,4.86
2024-03-29,22.32,20.18,4.88
2024-04-01,22.87,20.67,5.0
2024-04-02,22.61,20.44,4.94
2024-04-03,22.48,20.32,4.91
2024-04-08,21.42,19.36,4.68
2024-04-09,21.3,19.25,4.65
2024-04-10,20.81,18.81,4.55
2024-04-11,20.7,18.71,4.52
2024-04-12,20.43,18.46,4.46
2024-04-15,21.42,19.36,4.68
2024-04-16,21.08,19.05,4.61
2024-04-17,21.13,19.1,4.62
2024-04-18,21.08,19.05,4.61
2024-04-19,20.78,18.78,4.54
2024-04-22,21.02,19.0,4.59
2024-04-23,21.38,19.32,4.67
2024-04-24,21.67,19.58,4.73
2024-04-25,21.67,19.58,4.73
2024-04-26,22.14,20.01,4.84
2024-04-29,19.5,18.57,4.1
2024-04-30,19.33,18.41,4.07
2024-05-06,19.92,18.97,4.19
2024-05-07,20.04,19.09,4.22
2024-05-08,19.92,18.97,4.19
2024-05-09,19.89,18.95,4.19
2024-05-10,19.84,18.9,4.17
2024-05-13,19.41,18.49,4.08
2024-05-14,19.44,18.52,4.09
2024-05-15,19.45,18.53,4.09
2024-05-16,19.79,18.86,4.16
2024-05-17,20.1,19.14,4.23
2024-05-20,20.21,19.25,4.25
2024-05-21,20.11,19.16,4.23
2024-05-22,19.93,18.99,4.19
2024-05-23,19.74,18.8,4.15
2024-05-24,19.42,18.5,4.09
2024-05-27,19.48,18.55,4.1
2024-05-28,19.28,18.36,4.06
2024-05-29,19.17,18.26,4.03
2024-05-30,18.79,17.9,3.95
2024-05-31,18.85,17.96,3.97
2024-06-03,18.76,17.87,3.95
2024-06-04,18.99,18.09,3.99
2024-06-05,18.73,17.84,3.94
2024-06-06,18.62,17.74,3.92
2024-06-07,18.29,17.42,3.85
2024-06-11,17.79,16.95,3.74
2024-06-12,17.72,16.88,3.73
2024-06-13,17.29,16.47,3.64
2024-06-14,17.43,16.61,3.67
2024-06-17,17.44,16.61,3.67
2024-06-18,17.2,16.39,3.62
2024-06-19,17.25,16.43,3.63
2024-06-20,16.99,16.18,3.57
2024-06-21,16.73,15.94,3.52
2024-06-24,16.84,16.04,3.54
2024-06-25,16.9,16.1,3.55
2024-06-26,16.87,16.07,3.55
2024-06-27,16.66,15.87,3.5
2024-06-28,16.45,15.67,3.46
2024-07-01,16.48,15.7,3.47
2024-07-02,16.9,16.1,3.56
2024-07-03,16.83,16.03,3.54
2024-07-04,16.78,15.98,3.53
2024-07-05,16.57,15.78,3.49
2024-07-08,16.18,15.41,3.4
2024-07-09,16.33,15.55,3.43
2024-07-10,16.26,15.49,3.42
2024-07-11,16.76,15.97,3.53
2024-07-12,16.37,15.59,3.44
2024-07-15,16.38,15.61,3.45
2024-07-16,16.38,15.6,3.45
2024-07-17,16.8,16.0,3.53
2024-07-18,16.84,16.05,3.54
2024-07-19,17.14,16.33,3.61
2024-07-22,16.86,16.06,3.55
2024-07-23,16.29,15.52,3.43
2024-07-24,16.2,15.43,3.41
2024-07-25,16.16,15.39,3.4
2024-07-26,16.21,15.45,3.41
2024-07-29,15.95,15.19,3.35
2024-07-30,15.84,15.09,3.33
2024-07-31,16.3,15.53,3.43
2024-08-01,15.93,15.18,3.35
2024-08-02,15.89,15.14,3.34
2024-08-05,16.19,15.42,3.41
2024-08-06,16.18,15.41,3.4
2024-08-07,16.32,15.54,3.43
2024-08-08,16.49,15.71,3.47
2024-08-09,16.46,15.68,3.46
2024-08-12,16.41,15.63,3.45
2024-08-13,16.14,15.37,3.4
2024-08-14,15.97,15.22,3.36
2024-08-15,16.05,15.29,3.38
2024-08-16,16.06,15.3,3.38
2024-08-19,15.93,15.17,3.35
2024-08-20,15.82,15.07,3.33
2024-08-21,15.7,14.96,3.3
2024-08-22,15.55,14.81,3.27
2024-08-23,15.56,14.82,3.27
2024-08-26,15.18,14.46,3.19
2024-08-27,15.12,14.41,3.18
2024-08-28,14.65,13.95,3.08
2024-08-29,15.26,14.3,3.53
2024-08-30,15.81,14.82,3.66
2024-09-02,15.29,14.33,3.54
2024-09-03,15.46,14.49,3.58
2024-09-04,15.3,14.34,3.54
2024-09-05,15.36,14.4,3.56
2024-09-06,15.1,14.15,3.5
2024-09-09,14.93,14.0,3.46
2024-09-10,14.96,14.02,3.46
2024-09-11,14.91,13.97,3.45
2024-09-12,14.57,13.65,3.37
2024-09-13,14.03,13.15,3.25
2024-09-18,13.84,12.97,3.2
2024-09-19,14.25,13.36,3.3
2024-09-20,14.17,13.28,3.28
2024-09-23,14.43,13.52,3.34
2024-09-24,15.46,14.5,3.58
2024-09-25,15.69,14.7,3.63
2024-09-26,17.26,16.18,4.0
2024-09-27,18.98,17.79,4.39
2024-09-30,20.88,19.57,4.83
2024-10-08,21.08,19.76,4.88
2024-10-09,18.97,17.79,4.39
2024-10-10,19.53,18.3,4.52
2024-10-11,19.23,18.02,4.45
2024-10-14,19.24,18.04,4.45
2024-10-15,18.5,17.34,4.28
2024-10-16,18.2,17.06,4.21
2024-10-17,17.72,16.61,4.1
2024-10-18,18.37,17.22,4.25
2024-10-21,18.37,17.22,4.25
2024-10-22,18.69,17.52,4.33
2024-10-23,19.08,17.89,4.42
2024-10-24,18.82,17.64,4.36
2024-10-25,19.03,17.84,4.41
2024-10-28,19.78,18.54,4.58
2024-10-29,19.38,18.16,4.49
2024-10-30,19.12,17.92,4.43
2024-10-31,18.87,17.64,4.18
2024-11-01,19.01,17.77,4.21
2024-11-04,19.09,17.85,4.23
2024-11-05,19.63,18.36,4.35
2024-11-06,19.43,18.17,4.31
2024-11-07,20.85,19.49,4.62
2024-11-08,20.1,18.8,4.45
2024-11-11,19.89,18.6,4.41
2024-11-12,19.83,18.54,4.39
2024-11-13,19.78,18.49,4.38
2024-11-14,19.72,18.44,4.37
2024-11-15,19.44,18.18,4.31
2024-11-18,19.19,17.94,4.25
2024-11-19,19.07,17.84,4.23
2024-11-20,19.22,17.97,4.26
2024-11-21,19.21,17.96,4.26
2024-11-22,18.62,17.41,4.12
2024-11-25,18.48,17.28,4.09
2024-11-26,18.6,17.4,4.12
2024-11-27,18.89,17.67,4.19
2024-11-28,18.5,17.3,4.1
2024-11-29,18.86,17.63,4.18
2024-12-02,18.94,17.71,4.2
2024-12-03,18.89,17.66,4.18
2024-12-04,18.72,17.51,4.15
2024-12-05,18.63,17.42,4.13
2024-12-06,18.82,17.59,4.17
2024-12-09,18.73,17.51,4.15
2024-12-10,19.16,17.91,4.24
2024-12-11,19.2,17.95,4.25
2024-12-12,19.51,18.24,4.32
2024-12-13,19.02,17.79,4.21
2024-12-16,18.58,17.37,4.12
2024-12-17,18.62,17.41,4.12
2024-12-18,18.66,17.44,4.13
2024-12-19,18.44,17.25,4.09
2024-12-20,18.4,17.21,4.08
2024-12-23,18.3,17.11,4.05
2024-12-24,18.43,17.24,4.08
2024-12-25,18.38,17.19,4.07
2024-12-26,18.31,17.12,4.06
2024-12-27,18.31,17.12,4.06
2024-12-30,18.14,16.97,4.02
2024-12-31,17.99,16.82,3.99
2025-01-02,17.6,16.46,3.9
2025-01-03,17.4,16.27,3.85
2025-01-06,16.81,15.72,3.72
2025-01-07,16.81,15.72,3.72
2025-01-08,16.66,15.58,3.69
2025-01-09,16.78,15.69,3.72
2025-01-10,16.52,15.45,3.66
2025-01-13,16.6,15.52,3.68
2025-01-14,17.09,15.98,3.79
2025-01-15,17.06,15.95,3.78
2025-01-16,16.89,15.8,3.74
2025-01-17,17.0,15.89,3.77
2025-01-20,17.26,16.14,3.82
2025-01-21,17.14,16.03,3.8
2025-01-22,16.75,15.66,3.71
2025-01-23,16.53,15.46,3.66
2025-01-24,16.41,15.34,3.64
2025-01-27,16.34,15.28,3.62
2025-02-05,16.06,15.02,3.56
2025-02-06,16.18,15.13,3.58
2025-02-07,16.4,15.33,3.63
2025-02-10,16.39,15.32,3.63
2025-02-11,16.22,15.17,3.59
2025-02-12,16.41,15.34,3.63
2025-02-13,16.9,15.8,3.74
2025-02-14,16.86,15.77,3.74
2025-02-17,16.9,15.8,3.74
2025-02-18,16.73,15.64,3.71
2025-02-19,16.85,15.75,3.73
2025-02-20,16.77,15.68,3.71
2025-02-21,16.85,15.75,3.73
2025-02-24,16.95,15.85,3.75
2025-02-25,16.54,15.47,3.66
2025-02-26,16.68,15.59,3.69
2025-02-27,17.06,15.95,3.78
2025-02-28,16.91,15.81,3.75
2025-03-03,16.81,15.72,3.72
2025-03-04,16.67,15.59,3.69
2025-03-05,16.52,15.45,3.66
2025-03-06,16.92,15.82,3.75
2025-03-07,17.32,16.2,3.84
2025-03-10,17.05,15.94,3.78
2025-03-11,17.37,16.24,3.85
2025-03-12,17.08,15.98,3.79
2025-03-13,17.01,15.91,3.77
2025-03-14,18.09,16.92,4.01
2025-03-17,17.97,16.8,3.98
2025-03-18,17.93,16.77,3.97
2025-03-19,17.85,16.69,3.95
2025-03-20,17.47,16.34,3.87
2025-03-21,17.29,16.17,3.83
2025-03-24,17.26,16.14,3.82
2025-03-25,17.16,16.05,3.8
2025-03-26,17.13,16.02,3.8
2025-03-27,17.2,16.09,3.81
2025-03-28,17.12,16.01,3.79
2025-03-31,16.88,15.78,3.74
2025-04-01,16.93,15.83,3.75
2025-04-02,16.85,15.76,3.73
2025-04-03,16.96,15.86,3.76
2025-04-07,16.29,15.23,3.61
2025-04-08,16.8,15.71,3.72
2025-04-09,16.99,15.89,3.76
2025-04-10,17.11,16.0,3.79
2025-04-11,16.91,15.81,3.75
2025-04-14,16.84,15.74,3.73
2025-04-15,16.88,15.78,3.74
2025-04-16,17.0,15.89,3.77
2025-04-17,17.03,15.92,3.77
2025-04-18,16.93,15.83,3.75
2025-04-21,16.75,15.66,3.71
2025-04-22,16.72,15.63,3.7
2025-04-23,16.7,15.61,3.7
2025-04-24,16.58,15.51,3.67
2025-04-25,16.58,15.5,3.67
2025-04-28,15.95,15.55,3.43
2025-04-29,15.79,15.39,3.39
2025-04-30,15.68,15.29,3.37
2025-05-06,15.78,15.39,3.39
2025-05-07,15.84,15.45,3.41
2025-05-08,16.06,15.66,3.45
2025-05-09,16.03,15.63,3.45
2025-05-12,16.2,15.8,3.48
2025-05-13,16.21,15.8,3.48
2025-05-14,16.48,16.07,3.54
2025-05-15,16.29,15.88,3.5
2025-05-16,15.97,15.57,3.43
2025-05-19,15.76,15.36,3.39
2025-05-20,15.74,15.34,3.38
2025-05-21,15.75,15.36,3.39
2025-05-22,15.73,15.34,3.38
2025-05-23,15.62,15.23,3.36
2025-05-26,15.4,15.02,3.31
2025-05-27,15.37,14.99,3.31
2025-05-28,15.47,15.08,3.33
2025-05-29,15.52,15.13,3.34
2025-05-30,15.41,15.02,3.31
2025-06-03,15.19,14.81,3.27
2025-06-04,15.18,14.8,3.26
2025-06-05,15.24,14.86,3.28
2025-06-06,15.24,14.86,3.28
2025-06-09,15.23,14.85,3.27
2025-06-10,15.16,14.78,3.26
2025-06-11,15.2,14.82,3.27
2025-06-12,14.93,14.56,3.21
2025-06-13,14.52,14.15,3.12
2025-06-16,14.41,14.05,3.1
2025-06-17,14.34,13.99,3.08
2025-06-18,14.42,14.06,3.1
2025-06-19,14.29,13.94,3.07
2025-06-20,14.57,14.21,3.13
2025-06-23,14.41,14.05,3.1
2025-06-24,14.59,14.23,3.14
2025-06-25,14.65,14.28,3.15
2025-06-26,14.59,14.23,3.14
2025-06-27,14.52,14.16,3.12
2025-06-30,14.49,14.13,3.12
2025-07-01,14.46,14.1,3.11
2025-07-02,14.52,14.16,3.12
2025-07-03,14.58,14.21,3.13
2025-07-04,14.67,14.3,3.15
2025-07-07,14.61,14.25,3.14
2025-07-08,14.72,14.35,3.16
2025-07-09,14.82,14.45,3.19
2025-07-10,14.94,14.56,3.21
2025-07-11,15.15,14.77,3.26
2025-07-14,15.28,14.9,3.29
2025-07-15,15.23,14.85,3.28
2025-07-16,15.27,14.89,3.28
2025-07-17,15.33,14.95,3.3
2025-07-18,15.08,14.71,3.24
2025-07-21,14.94,14.56,3.21
2025-07-22,15.3,14.92,3.29
2025-07-23,15.26,14.88,3.28
2025-07-24,15.3,14.92,3.29
2025-07-25,15.05,14.68,3.24
2025-07-28,15.12,14.74,3.25
2025-07-29,15.05,14.68,3.24
2025-07-30,15.17,14.8,3.26
2025-07-31,14.76,14.39,3.17
2025-08-01,14.74,14.38,3.17
2025-08-04,14.74,14.37,3.17
2025-08-05,14.86,14.49,3.2
2025-08-06,14.89,14.51,3.2
2025-08-07,14.93,14.56,3.21
2025-08-08,14.89,14.52,3.2
